city,country,cost_index_1,cost_index_2,cost_index_3,cost_index_4,cost_index_5,cost_index_6,cost_index_7,cost_index_8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
Rivera,Uruguay,8.96,17.91,6.4,2.56,3.07,2.56,2.05,0.77,0.77,0.8,0.9,1.47,4.48,7.68,10.23,2.05,0.64,0.51,0.9,0.51,0.46,0.69,0.9,3.58,1.02,2.05,3.07,0.82,35.26,1.25,1.66,10.89,1.41,39111.28,37133.87,38.38,0.13,28.27,,,5.76,51.17,,37.1,38.38,61.41,57.57,307.03,204.69,,,,,614.06,,0
Castellammare di Stabia,Italy,21.07,44.78,5.8,3.16,3.16,1.32,1.05,0.53,1.16,0.58,,3.16,,,10.54,,,,,,,0.79,0.37,6.32,1.0,2.21,5.8,1.16,,,,,,,,210.75,0.26,23.18,52.69,,7.64,,,55.32,26.34,44.78,57.96,526.87,,,684.93,1996.56,1685.99,1422.56,,0
Bouira,Algeria,1.81,10.85,3.25,1.16,1.01,0.39,0.51,0.22,0.61,0.18,0.65,1.3,4.46,3.62,8.68,1.79,2.28,0.92,0.55,0.48,0.22,0.45,0.25,5.06,1.81,1.81,1.81,0.22,10.85,0.72,1.08,2.17,0.32,21699.05,28932.06,43.76,0.05,45.81,9.16,,7.23,28.93,,18.08,36.17,30.14,33.75,108.5,57.86,144.66,108.5,,,253.16,,0
Ponta Delgada,Portugal,10.27,52.69,7.38,1.58,1.69,1.4,1.65,0.91,0.58,1.58,1.0,1.26,6.32,5.27,10.54,2.11,2.63,,,,1.49,,,5.27,,1.79,4.03,2.16,46.36,4.35,0.52,15.6,2.12,27392.11,26553.33,112.75,0.11,28.44,36.88,8.69,10.54,316.12,,104.32,37.93,77.27,68.49,632.25,632.25,948.37,763.97,,1593.26,773.1,,0
Kasese,Uganda,1.34,13.4,10.72,1.07,2.01,1.34,0.27,0.27,0.48,0.94,1.14,1.45,3.75,8.71,3.21,4.02,1.07,0.94,1.0,0.67,0.8,0.8,0.54,6.7,0.8,3.21,1.47,0.54,13.4,0.94,1.34,2.01,1.42,16074.93,13395.78,40.19,0.11,50.9,25.45,2.68,2.68,40.19,,16.07,16.07,40.19,40.19,80.37,53.58,187.54,120.56,,401.87,66.98,,0
Zamosc,Poland,5.3,23.66,4.06,2.7,2.03,2.14,0.9,0.45,0.68,0.68,0.68,1.89,6.76,3.61,6.76,1.35,1.35,1.8,2.25,0.68,0.68,0.68,0.45,4.06,0.9,1.13,4.51,0.72,18.03,1.35,0.45,4.51,1.35,13522.5,13522.5,225.37,0.0,6.76,18.03,6.76,4.06,112.69,1352.25,22.54,18.03,36.06,54.09,,,,,,,,4.2,0
Adrar,Algeria,,,,,,,,,0.72,0.07,0.87,1.04,,3.25,8.68,3.25,2.53,1.81,0.72,0.61,0.4,1.45,0.87,,,2.53,,0.18,8.68,0.36,0.72,1.45,0.33,,,43.4,0.07,11.72,21.7,14.47,2.17,36.17,,72.33,,72.33,144.66,36.17,,144.66,108.5,,,,,0
Hameenlinna,Finland,9.48,84.3,9.48,5.27,6.06,4.41,2.64,0.99,1.19,2.11,2.57,3.45,8.35,8.43,15.81,3.17,1.97,3.49,3.76,1.28,1.49,2.01,2.1,15.81,3.42,4.09,10.54,3.69,56.9,7.27,1.58,46.79,2.22,27397.38,28264.61,110.73,0.07,16.17,46.36,24.78,15.81,226.56,7343.55,93.62,39.18,96.51,157.53,632.25,526.87,1027.4,790.31,2845.11,1791.37,2592.21,1.19,0
Potenza,Italy,15.81,42.15,8.43,5.27,2.11,1.12,1.58,0.88,1.79,,,,,10.54,,,1.36,,,,,,,,,,,1.58,,,,,,,,,,,52.69,,,,,,,,,,,,,,,895.68,,0
Stourbridge,United Kingdom,13.84,49.2,6.75,4.31,6.15,3.28,2.26,1.19,1.03,1.07,1.41,2.18,7.33,7.59,10.25,3.08,1.03,2.06,2.52,0.72,1.03,0.63,0.75,9.23,1.77,2.32,14.76,2.58,90.91,3.69,1.14,14.76,1.9,17831.93,36900.01,216.79,0.06,36.9,,7.38,11.69,1271.0,12300.0,61.5,33.42,77.9,60.48,,553.5,,,,,3690.0,4.5,0
Kraljevo,Serbia,7.06,12.57,5.39,1.15,1.43,1.05,0.98,0.78,0.95,0.46,1.11,1.67,4.04,4.94,6.4,0.87,1.1,1.59,1.39,0.63,0.64,0.51,0.49,3.37,0.48,0.95,3.23,1.35,,1.44,0.58,4.26,1.43,12818.99,19228.48,118.32,0.27,19.08,20.95,9.87,3.14,95.75,,51.62,34.11,80.79,98.75,167.48,112.21,269.31,165.17,1167.24,833.68,430.71,3.24,0
Agia Paraskevi,Greece,13.7,94.84,6.32,4.21,3.42,3.16,0.9,0.42,1.26,1.05,2.32,2.63,9.48,7.38,11.24,1.05,1.16,1.05,1.69,0.89,0.72,0.79,0.84,7.38,2.0,2.63,4.64,,,3.16,0.74,10.33,2.32,23972.7,23182.39,136.99,0.26,26.34,47.42,,7.9,263.44,10537.45,55.32,28.1,64.98,68.49,843.0,737.62,1369.87,1053.75,3688.11,3161.24,1053.75,4.5,0
Troyes,France,15.81,63.22,7.9,6.32,2.63,1.9,1.58,1.05,1.05,1.05,1.22,1.97,13.7,7.9,,2.11,1.05,2.11,1.75,1.37,1.58,1.05,0.52,5.27,1.58,1.84,10.54,1.42,,2.85,1.79,20.86,2.09,29763.03,26343.63,182.65,0.37,24.59,34.25,,11.59,,,56.2,31.61,79.03,121.18,,,,,1707.07,1580.62,2081.15,1.34,0
Veliko Tarnovo,Bulgaria,6.41,33.13,5.34,1.6,1.74,1.59,1.14,0.92,1.14,0.81,1.91,1.82,5.21,5.79,9.03,1.29,1.55,1.38,2.09,0.84,0.66,0.69,0.56,5.34,0.78,1.27,3.02,0.53,18.7,1.02,0.53,6.41,1.54,16029.55,20778.46,96.69,0.16,11.62,22.04,8.37,4.27,267.16,1068.64,45.72,25.83,65.9,38.29,187.01,167.42,409.64,347.31,868.65,679.03,681.07,3.1,0
La Seyne-sur-Mer,France,9.48,,8.43,6.32,3.69,1.84,,1.05,1.37,1.37,,2.53,,7.9,,1.53,,,3.68,1.37,2.1,0.63,1.26,2.63,,4.74,9.48,,,,,,,,,119.42,,26.34,,,,,,36.88,31.61,68.49,68.49,,,,737.62,1475.24,1159.12,1826.49,1.2,0
La Linea de la Concepcion,Spain,10.54,36.88,7.64,2.63,2.63,1.62,1.52,1.26,0.8,0.81,0.95,1.37,5.27,5.79,8.16,1.63,2.03,1.36,1.56,1.2,1.68,0.79,0.59,4.74,0.88,1.42,4.74,1.58,,2.63,1.02,21.82,1.56,26343.63,25939.69,121.0,0.21,37.07,33.37,6.59,8.43,389.89,9027.08,43.91,30.3,47.42,56.2,513.7,421.5,843.0,632.25,,,1685.99,2.61,0
Tatabanya,Hungary,6.43,30.02,3.34,1.47,2.02,2.2,0.98,0.8,0.59,1.29,1.49,1.54,10.46,4.2,11.83,1.29,1.2,1.46,2.57,0.85,0.6,0.77,0.28,2.83,0.82,0.99,4.63,0.9,18.0,1.8,0.77,11.18,1.08,12199.83,14642.36,180.19,0.08,12.43,,15.43,3.86,89.99,,66.85,15.43,,64.28,257.11,205.69,385.66,334.24,1465.52,,871.6,4.0,0
Kettering,United Kingdom,9.84,92.25,7.38,4.31,3.69,3.08,0.98,0.62,,2.04,2.46,2.58,10.85,14.76,,,,,,,1.23,,,,,,,,,,1.91,,,,,,,61.5,,,12.3,,,,,,,,,1076.25,,,,,,0
Manouba,Tunisia,2.17,7.74,4.34,0.96,0.91,0.46,0.37,0.19,0.43,0.08,0.77,1.36,3.72,3.72,10.22,1.24,1.86,0.77,,0.53,,,0.26,,,,2.48,0.2,,0.19,,,0.62,,33767.04,,,46.47,,,,,,,,,,,,,,,,,,0
Inhambane,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Taunton,United Kingdom,14.61,55.35,6.15,5.23,4.0,3.08,1.52,1.23,1.23,0.89,1.11,2.34,5.74,6.97,6.15,1.54,1.33,1.43,2.46,0.62,0.8,0.82,1.09,7.38,1.85,1.74,12.3,3.08,76.88,3.44,1.69,14.76,1.9,20295.0,22140.0,100.45,0.12,31.0,29.83,11.07,11.69,461.25,9430.0,61.5,32.29,62.73,59.96,1045.5,656.0,1230.0,,3830.94,2553.96,3936.0,2.24,0
Alba Iulia,Romania,3.96,21.41,3.85,1.41,1.5,1.37,1.09,0.96,1.15,0.88,0.64,2.25,5.89,3.64,9.63,0.92,1.06,1.09,3.21,0.5,0.48,0.52,0.57,4.82,0.88,0.94,4.28,0.59,16.06,0.47,0.53,4.5,1.72,16848.33,19103.33,82.41,0.04,7.06,25.69,,4.28,321.12,3610.5,70.97,18.73,78.1,58.16,225.61,190.03,469.41,373.17,1065.49,850.43,659.72,6.04,0
Ban Rangsit,Thailand,1.58,,4.9,1.58,,,0.55,,1.25,1.15,1.51,,14.4,1.44,5.76,3.46,1.3,1.87,0.94,1.08,1.58,0.94,0.44,11.52,1.63,1.73,3.46,0.78,,1.01,0.43,1.44,,14400.21,23040.34,42.1,0.05,23.9,43.2,4.32,6.34,,,79.68,33.5,89.28,82.56,,118.08,576.01,432.01,1641.62,,561.61,,0
Saraburi,Thailand,1.01,15.84,5.47,1.5,2.0,1.01,0.29,0.29,1.92,1.09,0.58,1.04,,1.73,6.34,2.88,0.58,1.15,0.4,0.86,0.81,0.58,0.55,8.64,1.73,2.02,3.17,0.58,29.26,0.75,0.39,3.23,0.92,26352.39,20160.3,45.15,0.01,10.08,51.84,11.52,3.74,200.31,8640.13,46.5,15.02,81.39,56.06,100.8,72.0,201.6,144.0,,,345.61,4.0,0
Leskovac,Serbia,4.49,21.99,2.69,1.62,1.17,1.28,1.12,0.77,0.88,0.46,1.59,1.58,4.04,5.0,7.05,0.63,1.28,1.11,0.79,0.55,0.46,0.39,0.4,3.14,0.53,0.91,3.41,0.54,28.73,0.85,0.63,4.04,1.51,18851.45,20885.56,115.49,0.1,16.57,16.61,5.98,3.32,148.12,10772.26,42.26,26.6,71.82,69.38,106.82,68.19,210.52,132.72,875.21,670.36,511.68,3.38,0
Bobigny,France,12.64,50.58,8.43,6.32,5.27,2.11,2.11,1.69,1.05,1.69,1.82,2.74,9.88,10.96,13.7,2.21,1.87,2.5,2.57,1.61,1.62,1.29,0.36,6.84,1.6,2.48,10.01,1.95,,2.74,2.0,36.67,2.09,22128.65,26343.63,143.28,0.11,26.34,31.61,,11.06,538.58,6972.28,63.22,42.15,71.13,63.22,,,,,,,1844.05,1.4,0
Giurgiu,Romania,5.35,25.69,5.35,1.5,1.61,1.5,1.25,0.9,1.07,0.59,1.16,2.36,5.7,5.11,9.38,0.85,1.17,0.98,1.11,0.59,0.69,0.53,0.57,4.28,0.84,1.47,4.66,0.64,,0.54,0.64,5.14,1.71,16848.33,22906.81,194.9,0.05,8.86,32.11,,6.42,331.83,6422.47,39.07,22.26,85.28,77.78,,,,,,,,6.54,0
Rovaniemi,Finland,12.64,65.33,9.48,5.27,5.27,3.85,2.77,1.42,0.98,2.21,1.79,2.39,8.3,8.11,8.96,1.58,1.72,1.53,2.63,0.7,0.74,1.77,1.11,12.64,2.74,2.63,9.27,3.79,54.79,6.32,1.69,49.57,2.41,23340.46,26185.57,103.47,0.07,20.34,33.46,25.29,13.7,509.31,10326.7,57.96,23.71,55.32,63.22,639.62,579.56,1106.43,895.68,2370.93,1211.81,2713.39,1.06,0
Chambery,France,15.81,68.49,12.91,4.21,3.42,2.99,2.11,1.05,1.05,1.07,,,16.86,,,5.27,,,,,,2.11,2.11,,2.11,,8.43,1.63,,,,,,26132.88,,96.07,,15.81,41.1,,9.48,,,31.61,36.88,42.15,52.69,632.25,526.87,,,,,3148.06,,0
Vaxjo,Sweden,9.68,58.1,8.72,6.78,6.78,3.68,1.33,1.36,1.28,2.15,2.42,2.91,9.12,8.23,16.11,3.07,2.42,2.39,3.16,1.14,1.11,1.55,1.61,8.72,1.65,1.61,6.59,2.91,52.29,7.26,1.94,48.42,1.92,29052.31,21789.24,82.31,0.07,23.24,71.02,36.32,12.59,102.89,581.05,72.6,22.6,87.16,123.47,738.41,537.47,1186.3,768.68,5447.31,3692.06,2192.0,1.92,0
Hunedoara,Romania,5.35,12.84,6.42,2.14,1.71,1.28,1.07,0.86,0.86,0.64,0.64,2.57,3.21,4.28,4.28,0.86,1.28,1.07,,0.86,1.71,0.86,1.39,4.28,1.07,1.07,5.14,0.43,8.56,0.75,0.69,4.71,1.71,,,181.97,,,,,,,,29.97,21.41,42.82,32.11,321.12,,492.39,,,,,,0
Swidnica,Poland,7.89,25.92,5.63,2.25,1.92,2.48,2.03,1.58,0.71,0.79,0.83,1.89,6.31,4.51,11.27,1.29,2.39,2.95,4.73,1.43,1.08,1.45,0.51,4.28,1.35,1.35,4.51,0.9,22.54,2.03,0.23,,1.57,18480.75,23664.37,151.66,0.06,12.96,39.06,10.52,9.01,,,33.8,20.28,58.6,90.15,315.52,281.72,619.78,619.78,1498.74,1464.94,901.5,8.0,0
Lorient,France,14.75,31.61,10.54,6.32,4.21,3.34,2.21,1.48,1.12,1.5,1.32,2.31,9.48,12.18,18.3,1.84,1.26,2.63,2.21,1.85,2.11,1.51,0.7,5.27,2.22,1.44,10.17,1.58,,2.42,1.77,25.29,2.04,17913.67,26343.63,158.06,,23.18,,,8.43,158.06,,84.3,48.12,80.79,115.91,667.37,579.56,1053.75,913.25,5268.73,3161.24,2332.64,1.73,0
Samut Prakan,Thailand,1.44,37.44,5.89,1.73,5.18,1.01,0.58,0.33,1.78,1.01,1.31,1.52,20.16,2.09,7.2,1.73,1.15,1.73,1.44,1.87,1.3,0.72,0.84,15.84,1.69,1.87,3.46,0.63,28.8,1.01,1.15,3.46,1.17,34560.51,27360.41,28.8,0.07,17.25,42.24,,5.76,360.01,7920.12,31.68,24.0,90.72,64.8,268.8,158.4,864.01,369.61,,2790.05,614.41,3.99,0
Uzice,Serbia,3.59,22.44,3.59,1.62,2.06,1.23,1.39,0.81,1.04,0.69,1.05,2.41,3.14,4.94,4.71,0.69,1.44,0.94,0.99,0.45,0.36,0.45,0.67,4.49,1.35,1.5,3.41,0.58,17.95,1.34,0.45,4.49,1.5,22891.05,21116.93,156.72,0.02,15.92,3.59,6.73,2.69,179.54,1974.91,78.55,26.93,98.75,121.19,186.7,143.63,257.3,197.49,1114.02,819.4,482.53,2.1,0
Folkestone,United Kingdom,18.45,70.73,6.75,6.15,4.92,4.0,2.46,2.23,1.07,1.48,3.44,3.08,7.38,8.0,13.12,2.46,1.23,2.46,4.92,1.15,1.17,0.64,1.14,9.84,2.21,1.85,14.51,2.77,105.35,3.2,1.38,24.35,1.87,30750.0,29520.0,270.6,0.02,24.6,39.98,,10.15,1271.0,14760.0,55.35,30.75,57.4,73.8,968.63,785.66,1353.0,1239.23,2706.0,3321.0,1968.0,2.33,0
Tacuarembo,Uruguay,6.4,,5.12,1.02,,1.79,0.77,0.64,0.67,1.28,0.64,1.79,6.4,6.4,6.4,1.54,1.54,1.02,1.79,1.28,1.15,0.51,1.1,5.12,1.54,1.79,3.58,0.9,37.1,1.29,1.15,10.45,1.72,33468.07,34369.96,134.33,0.21,34.54,17.91,10.23,6.4,204.69,2456.23,68.85,35.18,85.58,97.2,255.86,127.93,460.54,204.69,2814.03,2010.02,600.55,8.19,0
Merida,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,21.07,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Yevlax,Azerbaijan,5.88,14.71,5.74,0.71,1.18,0.59,0.47,0.18,1.03,0.41,0.88,1.18,2.35,2.94,6.18,0.88,1.76,1.18,1.3,0.59,0.44,0.59,0.53,1.76,0.82,1.18,2.94,0.18,17.65,0.59,0.29,3.53,0.59,14705.88,21504.29,41.18,0.02,11.76,35.29,35.29,4.71,147.06,5035.64,29.41,17.65,96.04,35.29,117.65,58.82,176.47,117.65,294.12,176.47,205.88,8.0,0
Meaux,France,21.07,52.69,10.54,6.32,4.21,2.63,2.53,2.37,,,,,,,,,,,,,,,,,,,10.54,,,,,,,,,,,,,,,,,,,,,,,,,3055.86,2634.36,2460.5,,0
Aversa,Italy,15.81,52.69,8.43,4.21,3.69,1.81,1.65,1.05,1.13,1.19,1.68,3.16,12.84,10.54,17.91,1.74,1.72,1.45,2.37,1.29,1.33,1.17,0.64,5.27,1.64,2.46,6.32,,,5.27,0.84,18.97,2.18,26343.63,26080.19,176.18,0.21,31.14,42.15,7.38,8.17,316.12,5374.1,68.49,43.34,91.54,105.37,368.81,316.12,,437.3,3424.67,1844.05,1053.75,1.67,0
Krusevac,Serbia,3.16,35.91,3.51,1.6,1.17,1.24,1.12,0.71,0.77,0.47,2.83,1.58,4.04,6.88,10.17,1.14,1.28,1.5,0.79,0.87,0.64,0.45,0.45,3.14,1.01,1.02,3.41,0.89,28.73,0.9,0.58,2.11,1.53,10529.68,10529.68,124.19,0.1,17.95,15.79,10.53,3.75,157.1,,52.56,31.96,94.6,72.94,230.16,137.12,289.57,236.55,921.35,631.78,487.66,4.5,0
Barlad,Romania,6.42,25.69,6.42,1.5,2.14,1.28,1.07,1.07,,,0.45,,5.12,2.46,2.78,0.8,1.23,0.93,,0.75,0.61,0.96,0.52,,0.8,1.43,3.85,0.43,,0.43,0.58,,1.71,15017.94,23614.41,,0.21,3.21,,,,214.08,2568.99,42.82,32.11,64.22,107.04,256.9,149.86,342.53,256.9,,,,,0
Bekescsaba,Hungary,5.78,33.68,5.4,1.61,1.54,1.2,1.14,0.99,0.73,0.94,1.16,1.75,5.66,3.79,8.06,1.54,1.36,1.71,1.59,1.03,1.53,1.11,0.25,3.6,0.74,0.83,5.66,0.77,18.0,1.29,1.09,15.43,1.17,15825.41,19668.84,136.59,0.11,9.08,48.85,13.18,3.86,314.96,9641.59,43.71,36.42,89.99,73.92,239.97,180.83,385.66,299.96,1221.27,805.61,639.69,6.0,0
Slavonski Brod,Croatia,5.58,25.13,5.58,2.09,2.23,1.5,1.81,1.4,0.86,0.84,1.72,1.95,6.75,7.86,8.14,0.84,1.4,1.16,1.77,0.58,0.65,0.98,0.86,5.58,1.16,1.4,4.61,1.4,30.71,2.79,0.7,6.98,1.56,21637.77,21833.21,157.64,0.03,19.89,24.66,12.1,5.58,160.54,1395.99,72.13,30.25,68.8,72.13,209.4,150.07,418.8,272.22,1562.85,1096.19,822.23,3.6,0
Maun,Botswana,7.74,,3.1,1.39,1.55,1.94,1.55,0.58,1.08,0.54,1.08,1.21,6.51,5.19,2.87,1.94,1.24,1.7,1.39,0.85,0.77,1.39,0.62,4.18,0.77,1.08,3.25,0.46,,0.46,,2.32,0.7,12391.65,20136.43,61.96,0.13,38.34,23.23,7.74,9.29,,,43.37,23.23,67.38,,154.9,108.43,387.24,309.79,247.83,,449.2,,0
Al Mafraq,Jordan,4.23,18.33,4.23,,,1.41,0.35,0.32,0.7,0.28,1.13,1.24,5.64,3.52,4.93,0.7,0.85,1.41,0.35,0.85,0.56,0.7,0.42,,,,3.17,0.35,,1.06,0.7,14.1,1.06,16918.09,18327.93,,0.03,28.2,28.2,,,70.49,,28.2,49.34,,42.3,84.59,70.49,246.72,155.08,422.95,281.97,951.64,,0
Pithapuram,India,1.23,10.13,3.38,1.84,3.07,1.23,0.4,0.18,0.68,0.33,0.61,0.52,3.81,2.15,2.78,1.72,0.37,1.04,0.25,0.25,0.18,0.27,0.31,9.21,1.92,3.56,2.21,0.37,9.83,0.28,0.23,2.46,1.43,12281.76,14738.11,64.48,0.02,6.14,10.49,14.12,4.3,20.47,,27.02,61.41,36.85,24.56,116.68,67.55,276.34,196.51,2644.0,1322.0,552.68,8.5,0
Zalau,Romania,5.67,25.69,5.14,1.5,1.93,1.5,1.36,1.07,1.56,1.12,1.28,2.38,5.35,3.59,5.14,0.82,1.07,1.07,4.28,0.48,0.47,0.43,0.47,4.28,0.64,1.34,4.71,0.43,12.84,0.64,0.64,6.42,1.68,18366.26,14985.76,102.76,0.03,7.49,24.98,13.38,3.75,128.45,4281.65,25.69,48.17,83.28,64.22,153.43,107.04,428.16,214.08,963.37,749.29,655.72,5.33,0
Sfantu-Gheorghe,Romania,6.42,20.34,5.14,1.28,1.5,1.18,1.07,0.86,1.25,0.95,1.0,1.78,5.94,4.28,6.42,0.82,1.14,0.96,1.5,0.51,0.64,0.46,0.57,5.35,0.92,1.21,4.6,0.54,14.99,0.64,0.66,4.82,1.71,16848.33,20450.14,123.96,0.04,6.15,29.97,,5.14,281.88,3924.84,16.06,16.06,65.56,73.59,159.82,120.77,248.78,209.63,453.93,316.7,321.12,7.21,0
Evora,Portugal,12.64,31.61,7.38,1.58,1.9,1.84,1.45,1.06,0.65,1.01,1.28,1.96,3.95,5.73,10.89,1.95,1.3,1.51,1.68,1.05,1.0,1.15,0.5,4.21,1.28,2.07,5.27,1.58,31.61,3.69,0.32,15.7,2.12,23603.89,31189.24,130.77,0.06,31.61,50.05,7.2,7.9,436.52,4214.98,80.35,32.14,72.44,96.4,570.78,513.7,948.37,856.17,2107.49,843.0,1573.59,2.21,0
Trencin,Slovakia,6.06,31.61,6.32,1.58,1.84,2.14,1.46,1.18,0.77,0.76,0.86,2.52,7.64,5.68,12.07,1.25,1.43,1.52,3.33,0.87,0.91,1.05,0.78,3.69,0.84,0.88,4.53,0.84,15.81,3.16,1.32,7.9,1.59,16859.92,19494.29,133.47,0.05,18.34,48.74,23.71,6.85,326.66,15806.18,54.09,29.5,72.88,90.62,579.56,509.31,860.56,684.93,2142.62,1896.74,930.19,1.93,0
Jelgava,Latvia,5.27,26.34,5.27,2.11,2.11,1.67,0.91,0.95,1.08,0.85,1.65,1.59,7.38,6.32,3.16,1.23,1.33,1.36,1.58,0.52,0.8,0.9,0.64,6.32,1.51,2.11,3.95,1.58,52.69,1.26,0.53,7.27,1.77,15279.31,15209.06,236.44,,14.05,36.88,21.07,5.27,158.06,15806.18,84.3,26.34,73.76,94.84,284.51,194.94,379.35,295.05,1159.12,895.68,816.65,2.5,0
Ohrid,North Macedonia,4.24,19.53,4.67,2.21,2.55,1.02,1.19,0.91,0.93,0.51,1.15,1.68,5.35,5.31,7.0,0.62,0.98,1.1,1.3,0.96,0.96,0.99,0.39,3.4,0.89,1.72,2.55,0.51,16.98,0.85,0.59,5.09,1.14,14007.73,16696.08,74.85,0.19,14.43,14.26,16.98,2.55,74.28,3650.5,53.65,39.05,62.82,101.87,150.69,106.12,292.89,165.55,1326.06,930.64,371.72,3.83,0
Dunfermline,United Kingdom,16.61,49.2,6.15,6.15,4.0,3.38,1.85,1.18,1.07,0.71,1.72,1.97,4.61,7.38,13.53,3.08,0.98,3.69,,1.66,1.05,0.74,0.8,9.84,2.15,2.46,12.92,2.46,69.52,3.94,1.8,18.45,1.88,24689.18,29383.88,292.23,0.12,42.64,30.74,12.3,14.15,1230.0,14760.0,103.01,38.44,69.7,77.9,676.5,604.75,1476.0,1230.0,1557.18,2958.15,1803.8,3.4,0
Kendale Lakes,United States,12.0,30.0,9.0,4.0,5.5,5.0,1.5,1.38,0.95,2.76,3.12,3.0,11.29,11.01,24.25,4.22,2.46,4.54,3.52,2.12,2.31,1.87,1.81,10.0,2.86,2.38,8.0,,,2.88,1.3,35.0,1.38,19500.0,20500.0,287.7,0.15,112.8,15.0,,15.0,600.0,12500.0,41.67,23.33,85.0,52.5,,,,1875.0,,2906.26,3444.0,5.21,0
Castelo Branco,Portugal,6.32,34.25,6.59,1.58,1.58,1.0,1.73,1.2,0.53,1.33,0.87,1.21,7.9,4.21,10.8,1.79,1.3,1.51,1.93,1.22,1.24,0.79,0.53,3.16,1.26,2.07,5.58,1.0,26.34,3.69,0.53,15.7,2.12,29504.87,31189.24,111.96,0.19,35.58,42.15,,7.38,200.21,10185.33,52.69,32.14,72.44,79.03,316.12,263.44,544.44,526.87,1264.49,843.0,948.37,1.7,0
Zalaegerszeg,Hungary,5.53,30.85,3.86,1.54,1.54,1.03,1.07,0.76,0.53,0.79,0.93,1.26,5.61,3.76,7.35,0.73,1.11,1.01,1.39,0.56,0.58,0.67,0.22,2.57,0.6,0.86,4.99,0.89,,2.57,1.29,11.57,1.22,10927.14,11398.5,111.2,0.08,7.35,20.57,1.93,3.86,168.74,1234.12,50.11,25.71,30.85,59.65,,,,,771.33,514.22,680.34,6.3,0
Massy,France,12.64,50.58,7.9,7.9,5.27,2.11,2.11,2.11,1.53,1.95,2.17,3.65,9.88,16.5,14.69,2.98,2.35,2.54,2.57,1.78,2.7,2.46,0.76,11.59,1.84,2.87,10.01,2.11,77.87,2.11,2.02,22.13,2.06,22128.65,,143.28,0.11,26.34,31.61,,10.54,,,63.22,42.15,71.13,113.28,737.62,658.59,,922.03,5479.48,4214.98,2594.85,1.4,0
Sankt Polten,Austria,11.59,49.53,8.43,3.16,4.21,3.48,2.63,2.04,1.15,2.08,2.44,2.63,15.78,9.48,17.91,2.11,1.69,2.57,3.17,1.91,1.86,1.77,0.3,4.74,0.92,1.69,5.95,1.58,,5.27,1.79,31.61,1.78,24720.86,21055.0,208.99,0.05,35.37,26.34,,15.54,371.8,3161.24,95.36,44.41,49.53,138.19,684.93,579.56,874.61,,,3337.21,2669.49,1.82,0
Halmstad,Sweden,9.68,58.1,8.72,6.29,6.78,3.74,1.84,1.72,0.97,2.38,2.59,1.98,8.85,9.21,15.4,2.71,1.6,2.42,3.19,1.28,0.77,2.23,1.44,8.72,1.81,1.96,6.59,2.57,43.58,4.65,1.55,38.74,1.96,21305.03,19368.21,67.79,0.11,30.25,38.64,19.37,13.56,117.61,3136.4,87.43,34.23,87.67,121.34,677.89,581.05,1065.25,629.47,,,2869.72,2.0,0
Gallarate,Italy,16.86,71.65,6.32,4.21,5.27,1.32,3.69,0.53,,,,,,,,,,,,,,,,6.32,,,,1.84,20.2,,,,2.31,,,,,20.02,67.44,,10.01,158.06,,,,52.69,63.22,,,,,,,1527.93,,0
Lancaster,United Kingdom,15.99,61.5,6.46,4.92,4.31,3.16,1.69,1.29,1.51,0.97,0.89,2.19,4.76,8.97,7.79,2.46,1.35,2.73,1.59,1.11,1.27,1.03,0.82,9.23,2.74,3.49,15.38,3.38,73.8,2.71,1.3,11.07,1.89,28019.4,29747.55,283.87,,38.44,43.05,6.15,8.61,984.0,,61.5,41.0,86.1,49.2,830.25,645.75,1230.0,1045.5,,,2084.85,2.83,0
Lautoka,Fiji,3.64,34.16,6.38,1.82,2.73,2.7,1.06,0.85,1.21,0.37,0.94,2.6,7.83,5.31,4.39,2.03,1.78,1.7,1.37,0.97,0.97,0.91,0.62,8.2,1.71,1.97,7.29,0.91,38.37,0.68,0.46,2.73,1.29,18219.5,19870.64,47.86,0.12,26.61,9.11,2.28,3.64,182.19,6832.31,17.08,19.36,54.73,52.38,261.91,113.87,751.55,387.16,,,1015.23,6.14,0
Amalapuram,India,0.8,6.75,3.44,1.23,3.07,1.06,0.37,0.13,0.58,0.52,0.36,0.7,,4.91,3.97,2.15,0.57,1.31,0.43,0.34,0.35,,0.29,,,,2.46,0.12,,0.4,0.37,0.74,1.38,,,28.09,0.01,6.39,6.14,,1.47,61.41,614.09,,,,,165.8,79.83,307.04,245.64,,,245.64,11.67,0
